GreedyTime,GreedyLen,GeneticTime,GeneticLen,GeneticPlusTime,GeneticPlusLen
0.004999876022338867,1148,64.14966917037964,1045,64.30067777633667,941
0.005001068115234375,1180,59.262388944625854,1096,59.45840096473694,1120
0.00599980354309082,1134,62.83459401130676,1222,63.13261079788208,1060
0.006000995635986328,1167,61.87053894996643,1161,62.05754899978638,1079
0.004999876022338867,1027,62.22255897521973,1056,62.418570041656494,979
0.00599980354309082,1280,63.52963399887085,1144,63.715644121170044,1013
0.005000114440917969,1146,64.8177080154419,1182,64.97871589660645,1076
0.005001068115234375,992,69.38996887207031,1267,69.60998106002808,969
0.004999876022338867,1113,59.93242812156677,929,60.10243797302246,1071
0.00599980354309082,995,67.26484799385071,1124,67.44885802268982,985
0.006000041961669922,1202,64.06366395950317,1163,64.34868097305298,1115
0.00599980354309082,1090,64.24067521095276,1097,64.44968581199646,1027
0.006000041961669922,1252,62.60158085823059,1123,62.83859395980835,1005
0.005001068115234375,1097,61.44951391220093,1003,61.59752297401428,1045
0.006999969482421875,964,61.9845449924469,1085,62.295562982559204,897
0.005001068115234375,1232,63.83465099334717,1080,64.09166598320007,1029
0.004999876022338867,1140,63.05860710144043,1070,63.30062007904053,917
0.005000114440917969,1102,60.716472864151,1332,60.92948508262634,1023
0.004999876022338867,1282,69.13995504379272,1222,69.33096504211426,1115
0.006000995635986328,1087,67.8068778514862,1037,68.07089304924011,1067
0.011000871658325195,1058,66.72981691360474,962,66.94782900810242,935
0.006000041961669922,1120,66.24378895759583,1062,66.48780298233032,897
0.005001068115234375,1068,76.73638892173767,1203,76.94340109825134,1010
0.005000114440917969,1112,68.72293090820312,1169,69.04294896125793,1077
0.006000041961669922,1131,63.98765993118286,1050,64.18567109107971,984
0.006000995635986328,1173,65.45574402809143,1099,65.7317590713501,972
0.0050008296966552734,1196,61.47251605987549,1263,61.662527084350586,1133
0.006000041961669922,1071,66.005774974823,1179,66.28479194641113,1028
0.004999876022338867,1094,64.39768314361572,1017,64.61569595336914,960
0.006000995635986328,994,63.990659952163696,1087,64.23867392539978,958
0.004999876022338867,1087,65.47674512863159,1138,65.78176307678223,885
0.00800013542175293,1043,62.70458698272705,1054,62.87959599494934,1019
0.006000995635986328,1050,60.05843496322632,1103,60.308449029922485,1044
0.005000114440917969,945,61.88554000854492,1019,62.10955190658569,868
0.0050008296966552734,1171,60.80247712135315,1099,61.01048994064331,919
0.004999876022338867,1334,62.20055818557739,1157,62.461572885513306,982
0.004999876022338867,1349,61.50051808357239,1163,61.77853298187256,1024
0.0050008296966552734,1108,72.61615300178528,934,72.86716794967651,883
0.006000041961669922,1039,69.14495491981506,1113,69.38296890258789,922
0.006999969482421875,1089,65.52074813842773,1100,65.6967568397522,1016
0.005001068115234375,1064,69.68898606300354,1147,69.96900200843811,1033
0.004999876022338867,1022,62.304563999176025,1057,62.547576904296875,966
0.0050008296966552734,1155,62.78159022331238,1137,62.94760084152222,1062
0.005000114440917969,1048,59.62241005897522,1041,59.785419940948486,960
0.005000114440917969,1115,67.08383703231812,1124,67.31885099411011,1020
0.005000114440917969,1076,60.99648880958557,983,61.216500997543335,1030
0.005001068115234375,1059,63.84865188598633,1049,64.05766296386719,895
0.006000995635986328,1107,62.48257398605347,972,62.66758394241333,1007
0.004999876022338867,1160,67.0508348941803,1130,67.26084804534912,1129
0.004999876022338867,1204,59.99143099784851,958,60.21444392204285,1081
0.006000995635986328,1048,70.72104501724243,1059,71.05606412887573,952
0.007001161575317383,962,63.60363698005676,952,63.76064705848694,898
0.006000995635986328,1115,59.34239387512207,1064,59.53940510749817,1089
0.006000995635986328,1006,59.58340787887573,1033,59.762418031692505,972
0.004999876022338867,1071,62.311564207077026,1118,62.48857402801514,1008
0.006000041961669922,1078,62.0405490398407,1025,62.25256085395813,1060
0.004999876022338867,1112,60.05243515968323,1054,60.3064489364624,1075
0.005000114440917969,1107,59.410398960113525,1264,59.654412031173706,1034
0.005000114440917969,1055,68.7829339504242,1050,68.95694398880005,1014
0.0050008296966552734,1152,59.73541617393494,1188,59.921427965164185,1054
0.006000041961669922,1005,59.837421894073486,1087,59.99843215942383,987
0.006000995635986328,1184,59.94842791557312,1205,60.208444118499756,888
0.006000995635986328,1040,61.89154005050659,1225,62.110552072525024,851
0.005001068115234375,1141,60.51146101951599,1171,60.7494740486145,1104
0.005001068115234375,1117,60.35045099258423,905,60.5264618396759,860
0.006000995635986328,929,60.35745191574097,1110,60.56046414375305,929
0.006000041961669922,1042,62.412569999694824,1066,62.630581855773926,1008
0.005001068115234375,1151,61.741530895233154,1149,61.948543071746826,1025
0.004999876022338867,1104,60.54346299171448,1019,60.814478158950806,1062
0.005001068115234375,1144,59.90242600440979,1206,60.159440994262695,1084
0.006000041961669922,1121,61.53652000427246,1005,61.722530126571655,950
0.004999876022338867,905,60.40845608711243,1007,60.71547198295593,889
